Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,MyUnknownColumn
2019,3,9,2,1,2019-09-02,NK,20416,NK,N631NK,1004,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2055,,0,0,0,0,2000-2059,0,,,0,2343,,0,0,0,0,2300-2359,1,B,0,168,0,0,1,992,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N650NK,1005,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0620,,0,0,0,0,0600-0659,0,,,0,0913,,0,0,0,0,0900-0959,1,B,0,173,0,0,1,992,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N630NK,1005,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0620,,0,0,0,0,0600-0659,0,,,0,0913,,0,0,0,0,0900-0959,1,B,0,173,0,0,1,992,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N514NK,1008,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,0800,,0,0,0,0,0800-0859,0,,,0,1046,,0,0,0,0,1000-1059,1,B,0,166,0,0,1,992,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N514NK,1008,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1140,,0,0,0,0,1100-1159,0,,,0,1329,,0,0,0,0,1300-1359,1,B,0,109,0,0,1,453,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N527NK,1009,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1656,,0,0,0,0,1600-1659,0,,,0,1956,,0,0,0,0,1900-1959,1,B,0,180,0,0,1,992,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N611NK,1028,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,0600,,0,0,0,0,0600-0659,0,,,0,0729,,0,0,0,0,0700-0759,1,B,0,89,0,0,1,369,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N645NK,1028,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,0600,,0,0,0,0,0600-0659,0,,,0,0729,,0,0,0,0,0700-0759,1,B,0,89,0,0,1,369,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N675NK,103,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,0505,,0,0,0,0,0001-0559,0,,,0,0710,,0,0,0,0,0700-0759,1,B,0,125,0,0,1,738,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N667NK,103,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,0505,,0,0,0,0,0001-0559,0,,,0,0710,,0,0,0,0,0700-0759,1,B,0,125,0,0,1,738,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,4,3,2019-09-04,NK,20416,NK,N665NK,103,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,0505,,0,0,0,0,0001-0559,0,,,0,0710,,0,0,0,0,0700-0759,1,B,0,125,0,0,1,738,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,5,4,2019-09-05,NK,20416,NK,N605NK,103,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,0500,,0,0,0,0,0001-0559,0,,,0,0709,,0,0,0,0,0700-0759,1,B,0,129,0,0,1,738,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,6,5,2019-09-06,NK,20416,NK,N643NK,103,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,0500,,0,0,0,0,0001-0559,0,,,0,0709,,0,0,0,0,0700-0759,1,B,0,129,0,0,1,738,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,15,7,2019-09-15,NK,20416,NK,N634NK,103,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,0500,,0,0,0,0,0001-0559,0,,,0,0709,,0,0,0,0,0700-0759,1,A,0,129,0,0,1,738,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N675NK,103,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0811,,0,0,0,0,0800-0859,0,,,0,0959,,0,0,0,0,0900-0959,1,B,0,108,0,0,1,529,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N667NK,103,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0811,,0,0,0,0,0800-0859,0,,,0,0959,,0,0,0,0,0900-0959,1,B,0,108,0,0,1,529,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,4,3,2019-09-04,NK,20416,NK,N665NK,103,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0811,,0,0,0,0,0800-0859,0,,,0,0959,,0,0,0,0,0900-0959,1,B,0,108,0,0,1,529,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,5,4,2019-09-05,NK,20416,NK,N605NK,103,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0754,,0,0,0,0,0700-0759,0,,,0,0945,,0,0,0,0,0900-0959,1,B,0,111,0,0,1,529,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,6,5,2019-09-06,NK,20416,NK,N643NK,103,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0754,,0,0,0,0,0700-0759,0,,,0,0945,,0,0,0,0,0900-0959,1,B,0,111,0,0,1,529,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,15,7,2019-09-15,NK,20416,NK,N634NK,103,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0754,,0,0,0,0,0700-0759,0,,,0,0945,,0,0,0,0,0900-0959,1,A,0,111,0,0,1,529,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N902NK,1030,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1932,,0,0,0,0,1900-1959,0,,,0,2104,,0,0,0,0,2100-2159,1,B,0,92,0,0,1,369,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N507NK,1076,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,0600,,0,0,0,0,0600-0659,0,,,0,0758,,0,0,0,0,0700-0759,1,B,0,118,0,0,1,581,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N535NK,1076,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,0600,,0,0,0,0,0600-0659,0,,,0,0758,,0,0,0,0,0700-0759,1,B,0,118,0,0,1,581,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N507NK,1077,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0843,,0,0,0,0,0800-0859,0,,,0,1040,,0,0,0,0,1000-1059,1,B,0,117,0,0,1,581,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N535NK,1077,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0843,,0,0,0,0,0800-0859,0,,,0,1040,,0,0,0,0,1000-1059,1,B,0,117,0,0,1,581,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N531NK,1081,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1247,,0,0,0,0,1200-1259,0,,,0,1431,,0,0,0,0,1400-1459,1,B,0,164,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N522NK,1081,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1247,,0,0,0,0,1200-1259,0,,,0,1431,,0,0,0,0,1400-1459,1,B,0,164,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N528NK,1081,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1247,,0,0,0,0,1200-1259,0,,,0,1431,,0,0,0,0,1400-1459,1,B,0,164,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,4,3,2019-09-04,NK,20416,NK,N508NK,1081,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1247,,0,0,0,0,1200-1259,0,,,0,1431,,0,0,0,0,1400-1459,1,B,0,164,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N902NK,109,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2154,,0,0,0,0,2100-2159,0,,,0,2359,,0,0,0,0,2300-2359,1,B,0,125,0,0,1,632,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N504NK,1090,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,0640,,0,0,0,0,0600-0659,0,,,0,1026,,0,0,0,0,1000-1059,1,B,0,166,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N530NK,1090,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,0640,,0,0,0,0,0600-0659,0,,,0,1026,,0,0,0,0,1000-1059,1,B,0,166,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N531NK,1090,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,0640,,0,0,0,0,0600-0659,0,,,0,1026,,0,0,0,0,1000-1059,1,B,0,166,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,4,3,2019-09-04,NK,20416,NK,N504NK,1090,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,0640,,0,0,0,0,0600-0659,0,,,0,1026,,0,0,0,0,1000-1059,1,B,0,166,0,0,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N611NK,1095,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1605,,0,0,0,0,1600-1659,0,,,0,1849,,0,0,0,0,1800-1859,1,B,0,164,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N645NK,1095,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1605,,0,0,0,0,1600-1659,0,,,0,1849,,0,0,0,0,1800-1859,1,B,0,164,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N640NK,1095,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1605,,0,0,0,0,1600-1659,0,,,0,1849,,0,0,0,0,1800-1859,1,B,0,164,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N611NK,1096,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1251,,0,0,0,0,1200-1259,0,,,0,1520,,0,0,0,0,1500-1559,1,B,0,149,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N645NK,1096,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1251,,0,0,0,0,1200-1259,0,,,0,1520,,0,0,0,0,1500-1559,1,B,0,149,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N640NK,1096,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1251,,0,0,0,0,1200-1259,0,,,0,1520,,0,0,0,0,1500-1559,1,B,0,149,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,4,3,2019-09-04,NK,20416,NK,N693NK,1096,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1251,,0,0,0,0,1200-1259,0,,,0,1520,,0,0,0,0,1500-1559,1,B,0,149,0,0,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,19,4,2019-09-19,NK,20416,NK,N617NK,1097,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1240,,0,0,0,0,1200-1259,0,,,0,1412,,0,0,0,0,1400-1459,1,B,0,152,0,0,1,854,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,19,4,2019-09-19,NK,20416,NK,N617NK,1098,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1505,,0,0,0,0,1500-1559,0,,,0,1832,,0,0,0,0,1800-1859,1,B,0,147,0,0,1,854,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N908NK,1101,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,"North Carolina",36,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1550,,0,0,0,0,1500-1559,0,,,0,1728,,0,0,0,0,1700-1759,1,B,0,98,0,0,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N612NK,1101,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,"North Carolina",36,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1550,,0,0,0,0,1500-1559,0,,,0,1728,,0,0,0,0,1700-1759,1,B,0,98,0,0,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N607NK,1101,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,"North Carolina",36,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1550,,0,0,0,0,1500-1559,0,,,0,1728,,0,0,0,0,1700-1759,1,B,0,98,0,0,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,1,7,2019-09-01,NK,20416,NK,N902NK,1102,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,"North Carolina",36,1742,,0,0,0,0,1700-1759,0,,,0,1920,,0,0,0,0,1900-1959,1,B,0,98,0,0,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N693NK,1102,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,"North Carolina",36,1742,,0,0,0,0,1700-1759,0,,,0,1920,,0,0,0,0,1900-1959,1,B,0,98,0,0,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N620NK,1102,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,"North Carolina",36,1742,,0,0,0,0,1700-1759,0,,,0,1920,,0,0,0,0,1900-1959,1,B,0,98,0,0,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,19,4,2019-09-19,NK,20416,NK,N517NK,1112,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1510,,0,0,0,0,1500-1559,0,,,0,1918,,0,0,0,0,1900-1959,1,B,0,188,0,0,1,1235,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,19,4,2019-09-19,NK,20416,NK,N508NK,1117,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,2115,,0,0,0,0,2100-2159,0,,,0,2337,,0,0,0,0,2300-2359,1,B,0,202,0,0,1,1235,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N507NK,1119,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,"North Carolina",36,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,0947,,0,0,0,0,0900-0959,0,,,0,1130,,0,0,0,0,1100-1159,1,B,0,103,0,0,1,580,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,20,5,2019-09-20,NK,20416,NK,N508NK,112,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,0700,,0,0,0,0,0700-0759,0,,,0,1109,,0,0,0,0,1100-1159,1,B,0,189,0,0,1,1235,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,2,1,2019-09-02,NK,20416,NK,N526NK,1122,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,2228,,0,0,0,0,2200-2259,0,,,0,2352,,0,0,0,0,2300-2359,1,B,0,84,0,0,1,319,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N506NK,1122,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,2159,,0,0,0,0,2100-2159,0,,,0,2321,,0,0,0,0,2300-2359,1,B,0,82,0,0,1,319,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,4,3,2019-09-04,NK,20416,NK,N526NK,1122,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,2228,,0,0,0,0,2200-2259,0,,,0,2352,,0,0,0,0,2300-2359,1,B,0,84,0,0,1,319,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,27,5,2019-09-27,NK,20416,NK,N617NK,1122,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,2236,,0,0,0,0,2200-2259,0,,,0,2356,,0,0,0,0,2300-2359,1,B,0,80,0,0,1,319,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,3,2,2019-09-03,NK,20416,NK,N526NK,1123,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,0600,,0,0,0,0,0600-0659,0,,,0,0727,,0,0,0,0,0700-0759,1,B,0,87,0,0,1,319,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
